date,close_price_1000SHIBUSDT,return_1000SHIBUSDT,signal_1000SHIBUSDT,position_1000SHIBUSDT,signal_return_1000SHIBUSDT,cum_return_1000SHIBUSDT,cum_signal_return_1000SHIBUSDT
2022-01-24 00:00:00,0.021185,-0.055842767,0,0.5,-0.027921383,-0.391917104,0.701291331
2022-01-25 00:00:00,0.021008,-0.008354968,0,0.5,-0.004177484,-0.396997618,0.694184214
2022-01-26 00:00:00,0.021088,0.003808073,0,0.5,0.001904037,-0.39470134,0.697410003
2022-01-27 00:00:00,0.021249,0.007634674,0,0.5,0.003817337,-0.390080083,0.703889588
2022-01-28 00:00:00,0.021208,-0.001929503,0,0.5,-0.000964751,-0.391256925,0.702245759
2022-01-29 00:00:00,0.021667,0.021642776,0,0.5,0.010821388,-0.378082035,0.720666421
2022-01-30 00:00:00,0.021065,-0.027784188,0,0.5,-0.013892094,-0.39536152,0.696762761
2022-01-31 00:00:00,0.021424,0.017042488,0,0.5,0.008521244,-0.385056976,0.71122129
2022-02-01 00:00:00,0.021673,0.011622479,0,0.5,0.00581124,-0.377909814,0.721165607
2022-02-02 00:00:00,0.020595,-0.049739307,0,0.5,-0.024869653,-0.408852148,0.678360815
